LDGS_NM,AFRM_KWRD_CN,AFRM_WGHTVAL_SCORE,NEGA_KWRD_CN,NEGA_WGHTVAL_SCORE
쏘타컬렉션 더 여수,"['건물', '오피스텔', '당연', '여수', '거리']","[0.36009556099252005, 0.33846746249064863, 0.22914895563404206, 0.2290946908126026, 0.20742969450269713]","['깨끗', '주차', '깔끔', '편의점', '여행']","[-0.6081488449643493, -0.3871913458103111, -0.34185530263729647, -0.24884015740096035, -0.23201069366482638]"
호텔스카이파크 킹스타운 동대문,"['엘리베이터', '깔끔', '편의점', '입구', '적극']","[0.5676494941003702, 0.35100558873106363, 0.34928623835770917, 0.34071119542357514, 0.3212680449787548]","['조식', '위치', '친절', '주차', '출입구']","[-0.9756742364518474, -0.8148288236316916, -0.708780788809529, -0.5226218908674256, -0.45144673808930524]"
호텔 스카이파크 대전 1호점,"['깔끔', '웨딩', '깨끗', '제일', '와인']","[0.4528191629469002, 0.3456894260393212, 0.3413877454312212, 0.2921786870980593, 0.2552695379730673]","['조식', '위치', '아침', '서비스', '객실']","[-1.3686070229817946, -0.7634342069823615, -0.7602273445862784, -0.6357516389761515, -0.5701408828075082]"
나비 호스텔 홍대,"['깨끗', '호스텔', '조식', '최근', '데스크']","[0.5290038394693618, 0.4527909612837147, 0.1987110217498559, 0.18859354960333852, 0.18859354960333852]","['소리', '베개', '창문', '수건', '제공']","[-0.18876321108890493, -0.15093540753241358, -0.1396671479040656, -0.12615634437868053, -0.12606395341871685]"
엘시티 레지던스 와이컬렉션,"['장인', '장모', '소원', '내용', '버틀러']","[0.16335688174505833, 0.16335688174505833, 0.16244972911812627, 0.15956465586918633, 0.13022895936258214]","['머리카락', '위치', '서비스', '추가', '시설']","[-0.2179483211855234, -0.21548447307271115, -0.20897784745983317, -0.20276492133609306, -0.1939886015690913]"
라까사 호텔 서울,"['인테리어', '깔끔', '제일', '가로수길', '오디오']","[0.7931570787190335, 0.47268527811089406, 0.29902107810519885, 0.285594104189972, 0.2804088076891463]","['직원', '드라이', '화장실', '소리', '관리']","[-0.6456535381264961, -0.5036617322823569, -0.4908285867925856, -0.38035209423897853, -0.3433672374594578]"
한화리조트 해운대,"['친절', '직원', '시설', '저렴', '객실']","[1.174558509565641, 1.0359399526813078, 0.8813311453025531, 0.5455149971194633, 0.5233958128390183]","['여행', '편안', '위치', '건물', '침구']","[-0.9630334409731208, -0.8331355106937952, -0.7087750804143469, -0.6296000273851914, -0.5065304259671122]"
베스트루이스해밀턴호텔 오션테라스,"['객실', '수영장', '친절', '오픈', '깔끔']","[0.2376861957940201, 0.21104094552212518, 0.20535758572504823, 0.1804433645869726, 0.17494346450700354]","['사람', '파티', '추첨', '금액', '주차']","[-0.38657906153802746, -0.3244381248913875, -0.20274555987661144, -0.1709377763286848, -0.16406266512760193]"
고성 오아시스호텔,"['조식', '여행', '객실', '취사도구', '온도']","[0.20512269361094967, 0.1848915413549789, 0.16636489992042086, 0.1648247236060791, 0.1558047249179798]","['청결', '이동', '조리', '무난', '빈약']","[-0.4517780291733625, -0.21681466448575762, -0.21642907018863838, -0.20901756118244175, -0.20901756118244175]"
강릉 라피네 호텔,"['숙박업소', '시스템', '상급', '머리카락', '개인']","[0.11971509200129019, 0.10307520149488322, 0.09854389818327867, 0.08571378634156196, 0.08241183993076379]","['깔끔', '사진', '깨끗', '직원', '편안']","[-0.18602519126770012, -0.14704331349499683, -0.1413532223887788, -0.13282787328010906, -0.12640826499070312]"
남포 스테이웰 호텔,"['주차', '기대', '차량', '대중교통', '요금']","[0.8738929061161459, 0.35599573009851276, 0.30654341572855826, 0.24241785220226422, 0.22079300181837308]","['직원', '친절', '가격', '소음', '먼지']","[-0.31439102083943704, -0.29799773880361785, -0.2227415010335815, -0.21968695860206874, -0.1963301451078388]"
춘천아이관광호텔,"['방명록', '커비', '소음', '객실', '완벽']","[0.2693431471440347, 0.17713804240901923, 0.1662155175233113, 0.1637744683544715, 0.15800785139681456]","['친절', '가격', '청결', '주차', '춘천']","[-0.6325712398974006, -0.4037420257385438, -0.3164941738262228, -0.24860821301127428, -0.22971933134202688]"
씨사이드관광호텔,"['위생', '상태도', '조식', '머리카락', '바다']","[0.23842457571064413, 0.23541512041553367, 0.14513072383505238, 0.14513072383505238, 0.13222883220194584]","['친절', '소리', '사람', '거리', '덕분']","[-0.21103281807910898, -0.19794147966132938, -0.15305158183681414, -0.1506448674572663, -0.1506448674572663]"
어반스테이 여수웅천,"['식기', '에어컨', '조용', '냄새', '만점']","[0.22126969439466915, 0.20274524476530636, 0.19845508644717183, 0.19147145391341075, 0.18600102738077703]","['여수', '가족', '침대', '이불', '여행']","[-0.46811971680160064, -0.2742278580300223, -0.2682876319868948, -0.2386535048944823, -0.2283629922807283]"
포포인츠 바이 쉐라톤 조선 서울역,"['편안', '서비스', '친절', '뚝배기', '무난']","[3.5091887457950373, 2.5395634130971443, 2.35754320548553, 2.2674392851812226, 2.209544768683145]","['위치', '숙박', '깔끔', '시설', '이동']","[-6.967576753058591, -2.9192988803867443, -2.3885246079076903, -2.2431113624635737, -2.0026454376361302]"
거제 솔스파펜션,"['아늑', '해결', '기회', '전기', '감탄']","[0.21128958864375638, 0.1755014585390069, 0.1755014585390069, 0.17474696260148675, 0.17414621474397093]","['전망', '아기', '고민', '기분', '벌레']","[-0.2612692567033669, -0.2048606384159457, -0.18101207352425808, -0.17677130684149517, -0.17078352425842883]"
SR 호텔  사당,"['사당', '시설', '친절', '소리', '깔끔']","[1.9431050010331106, 1.5610415766152363, 1.3464273619508884, 0.9064738343729948, 0.8659759508443294]","['위치', '객실', '편안', '지하', '기분']","[-2.5695255799072383, -2.076211145821213, -1.3559724006988876, -1.0785639517304593, -1.0730110792837582]"
씨엘오션호텔,"['오픈', '업그레이드', '신축', '따뜻', '번창']","[0.4030589025122086, 0.3652938314450481, 0.3190614582397642, 0.24864026790670582, 0.24551335022810702]","['조식', '컨디션', '위치', '가격', '저렴']","[-0.9380538736396824, -0.3630022009790396, -0.3273503081337436, -0.27752579441097475, -0.2652044196093957]"
방어진 그랜드젬 호텔,"['모델링', '토스트', '프론트', '포장', '크기']","[0.19395382217900872, 0.1435719634648156, 0.13755375525865818, 0.09015518922262827, 0.08909406152697076]","['주차', '편안', '따뜻', '시설', '깨끗']","[-0.3497895009628306, -0.30651563428452266, -0.27613665975013035, -0.21572896799570454, -0.15730554979457148]"
시타딘커넥트호텔 하리 부산,"['신축', '주차', '오후', '소음', '깨끗']","[0.55756034428073, 0.29816215144450253, 0.270748132643329, 0.18958092994405987, 0.18264059777176983]","['추가', '덕분', '뷰로', '추억', '상세']","[-0.4199588928497356, -0.3164299113988068, -0.3137598162696526, -0.28894897931076874, -0.27386162374020634]"
청초호베스트호텔,"['친절', '건물', '테이블', '전반', '프론트']","[0.3781903309388929, 0.275248706395706, 0.1998606183765153, 0.17768326890650785, 0.17655577646464976]","['시설', '욕실', '청소', '욕조', '죄송']","[-0.36234942660015396, -0.31346439026517764, -0.30626640160634044, -0.30140670671652275, -0.28028753355942143]"
부산시티호텔,"['오픈', '조명', '특가', '신규', '쿠폰']","[0.38746120849686133, 0.29203411376197735, 0.24770136692922484, 0.22939528175162235, 0.2170499331770318]","['조식', '위치', '직원', '청결', '친절']","[-0.59188993803544, -0.40650398982776903, -0.3959562711432114, -0.3279675262404041, -0.3090765388675634]"
제주썬 호텔,"['처음', '가격', '타오', '체크아웃', '수압']","[0.3463011353745583, 0.3060626873156584, 0.25850548644683147, 0.25052784457607924, 0.2380469883729636]","['위치', '공항', '서비스', '아기', '지하']","[-0.4664015220567672, -0.34688260989062103, -0.2963190221785008, -0.2771773649325719, -0.27434963738641766]"
라마다프라자 자은도,"['깨끗', '친절', '조용', '정비', '한적']","[0.19799601116315457, 0.13484554049197595, 0.11481238251156256, 0.10059707322363735, 0.10020245999704455]","['조식', '평일', '운영', '수준', '시설']","[-0.24911816083138763, -0.19558976703519945, -0.15767884076362973, -0.15678194070549192, -0.14250715051709162]"
더 위크앤 리조트,"['여행', '카페', '강아지', '식당', '가능']","[0.37097974597290345, 0.3568142736528538, 0.3466038589767835, 0.34355293593420166, 0.34208974656950886]","['조식', '깔끔', '객실', '화장실', '편안']","[-0.9779811387270483, -0.7316700122051473, -0.7293417478163811, -0.41801854084245293, -0.4058766203327819]"
어반스테이 인천 송도,"['위치', '인천', '가능', '침대', '이용하']","[0.3773008463340731, 0.3252187852546605, 0.3109611590826424, 0.2844466576538182, 0.2709280482879919]","['객실', '수고', '시설', '소리', '교통']","[-0.3918216418395119, -0.30412276935653326, -0.2824942119726752, -0.2822389592724749, -0.2784715312704845]"
마우나 오션 리조트,"['예상외', '따뜻', '직원', '조용', '가격']","[3.9241004264747303, 1.14698200980076, 0.9564273616210907, 0.8998938657992387, 0.7457706734143558]","['오션', '여행', '가족', '객실', '조식']","[-1.9874771667927211, -0.961483888852637, -0.94489225268385, -0.7375086116313316, -0.7144332048915368]"
한림 리조트,"['제주도', '여행', '가족', '화장실', '로비']","[0.6525553501491901, 0.49487692284668294, 0.34757024592071206, 0.3050109155644415, 0.2911187944145383]","['친절', '깨끗', '직원', '시설', '위치']","[-0.6271884093067451, -0.5088955234458948, -0.41521959488317295, -0.3843266751564842, -0.38097675123405744]"
그리핀베이,"['객실', '먼지', '친절', '테이블', '자갈치']","[0.3773082392409972, 0.3419500500925317, 0.32294452446874894, 0.261896951216737, 0.25411966481737575]","['깨끗', '위치', '청결', '주차', '거리']","[-0.6380636778366008, -0.5333628578682404, -0.3755848675911017, -0.3624687661257444, -0.3579485231471934]"
부산 센텀 스위트호텔,"['조용', '책상', '체크아웃', '당황', '화장실']","[0.3291305005515041, 0.2817599360614919, 0.28126824345133894, 0.20480132137072724, 0.1827291460990751]","['통화', '객실', '사과', '운영', '번호']","[-0.2915967118483635, -0.2478666282217379, -0.24093469316819802, -0.2039100120912094, -0.20244267933217397]"
엘리에나 호텔,"['깔끔', '친절', '애기', '컨디션', '슬리퍼']","[0.32187028596533307, 0.17487533711973013, 0.16038881828278984, 0.1397114893037478, 0.12831105462623185]","['온수', '처음', '수압', '가격', '여행']","[-0.319573087964177, -0.3139752966503487, -0.22465485407769403, -0.14430998990403915, -0.12942413771521727]"
플레이스 캠프 제주,"['도레', '냉장고', '방음', '비티', '침대']","[0.9464201707374565, 0.8695882866710437, 0.6631361748926229, 0.5210494287995189, 0.4802295268956761]","['성산', '깨끗', '객실', '레이스', '캠프']","[-0.963982906617858, -0.6912192885609157, -0.6894198949128197, -0.6717111224109907, -0.6394274345966213]"
에이치에비뉴 광안리해변점,"['주차', '조식', '베개', '반신', '깔끔']","[0.28790658997888313, 0.2595418976471815, 0.23281574164331956, 0.2302621364636991, 0.22739430743685957]","['객실', '건물', '해변', '친절', '깨끗']","[-0.6542246193054747, -0.5130794150627332, -0.4456300165736074, -0.3758723938295546, -0.35444771108500356]"
호텔 오션뷰,"['테라스', '프론트', '여행', '여자친구', '창가']","[0.3681779437978689, 0.22133282387627548, 0.2152257921042458, 0.19206182661526552, 0.18694844961514034]","['소리', '방음', '위치', '가격', '옆방']","[-0.6137569512924345, -0.507078472909247, -0.4861040507075971, -0.4376266566642891, -0.37684938373442]"
서울 선샤인호텔,"['욕조', '깨끗', '완벽', '택시', '복도']","[0.7831209311310818, 0.7649940884303179, 0.4327813070045161, 0.3488604176989963, 0.333456787102185]","['소리', '편안', '직원', '주차', '부모']","[-0.8300021950103563, -0.6089205229860736, -0.5997708658944916, -0.561003207189732, -0.4534468321632596]"
SR 스위츠 호텔 분당,"['직원', '친절', '깔끔', '조식', '태도']","[0.5733968459283599, 0.3935891103654718, 0.25633476403130784, 0.19691637531110281, 0.17814628464150373]","['침대', '소음', '객실', '먹거리', '산책']","[-0.5432792191291393, -0.47401870733377305, -0.45218006976357294, -0.38683021039918636, -0.3660726268107152]"
임피리얼 팰리스 서울,"['친절', '직원', '깨끗', '손님', '무난']","[0.9413029994079976, 0.5813531122108097, 0.5704381020631246, 0.5474081609143482, 0.34462200454566017]","['조식', '로비', '침대', '창문', '상황']","[-0.5036158492484711, -0.5013046054826639, -0.4774955020245601, -0.3907525960734758, -0.3700763305464488]"
라온스테이 인 페를라,"['저렴', '여행', '따뜻', '친절', '코로나']","[0.5469691650771474, 0.4413417456919552, 0.37425802685841086, 0.34372687769333465, 0.3409665244236726]","['주차장', '시설', '침대', '청결', '수건']","[-0.46634311529100647, -0.45949448654382896, -0.3982239489893366, -0.30583278718675755, -0.26852968789323217]"
어반스테이 제주연동,"['요리', '테라스', '의자', '기구', '커텐']","[0.3403535594244913, 0.27240151691301473, 0.23537218605493535, 0.23186537684701247, 0.14960655804414835]","['주차', '깔끔', '깨끗', '주차장', '기계식']","[-1.054047232103409, -0.5393887722669463, -0.46972999463612114, -0.40275462001192186, -0.3496192810110446]"
어반스테이 동탄,"['주차', '주차장', '테이', '반스', '고층']","[0.3737108790014117, 0.363528813813744, 0.3600437502377423, 0.33805316518381173, 0.31607966672576054]","['깔끔', '깨끗', '담배', '편안', '바퀴벌레']","[-0.5129931765490707, -0.5070720135817927, -0.40671523986932706, -0.3475011573339542, -0.32331317585110864]"
어반스테이 명동,"['음식', '조리', '용품', '사용', '식기']","[0.40641958184346155, 0.2902021403272338, 0.23564928661120532, 0.21232743901276688, 0.2122810323666104]","['깔끔', '위생', '기간', '유통', '제가']","[-0.324752605101974, -0.2122534021949755, -0.15858153303683564, -0.15858153303683564, -0.14052130943994606]"
르컬렉티브 서울 서초,"['가정집', '침대', '편의점', '중간', '레이']","[0.14076444529342425, 0.1332737770839984, 0.13161806567982956, 0.09455745508684137, 0.09320402541880192]","['비가', '시설', '가격', '깔끔', '불투명']","[-0.28043749195225615, -0.17382502508140021, -0.13570872155533245, -0.1178630056546685, -0.10731690605604864]"
어반스테이 서면,"['화장실', '커피', '욕실', '담배', '클리닝']","[0.4641006729105989, 0.38936538841443624, 0.3039959664582416, 0.30109552724898725, 0.2587925901883552]","['깨끗', '위치', '주차', '시설', '가격']","[-0.5492651933073027, -0.4498633437102502, -0.42236463067647867, -0.3049288148768937, -0.22941513302608194]"
르 컬렉티브 부산역,"['깔끔', '가격', '구비', '친구', '인테리어']","[0.4378058045262306, 0.3519479040506877, 0.2314177978064505, 0.2300383290178367, 0.20041656192984916]","['여행', '시설', '위치', '깨끗', '가족']","[-0.36693273141246796, -0.3408197411136855, -0.32205637139980176, -0.3074603180743619, -0.21269755816904984]"
어반스테이 부산연산,"['깨끗', '수건', '반스', '사람', '테이']","[0.396327577115566, 0.28325513470725494, 0.2719662869036983, 0.26959566021956005, 0.2683614764825518]","['화장실', '객실', '샤워', '연산역', '소음']","[-0.4120655010371762, -0.28427704136641785, -0.2372736976225107, -0.23206220212407971, -0.21297665516577674]"
르컬렉티브 오시리아,"['롯데월드', '바다', '이케아', '에어컨', '무료']","[0.31295934411264165, 0.21428098859476452, 0.19794600096809123, 0.15361696664929697, 0.1518031708970155]","['여행', '냄새', '수건', '사용', '침대']","[-0.3797037476813247, -0.3393249393251554, -0.22420570270473056, -0.2175562311397117, -0.13859230684283894]"
어반스테이 부티크 521,"['소리', '거리', '지금', '자갈치역', '깔끔']","[0.16990325438681117, 0.10552187452944749, 0.08696637026001171, 0.08608521828281167, 0.0792712095046773]","['10분', '따뜻', '신발장', '온수', '조명']","[-0.13413618660666393, -0.1130120478999721, -0.11154133614746005, -0.10334283138947761, -0.09995140499214675]"
파크 선샤인 제주,"['주차', '시장', '여행', '서귀포시', '기억']","[0.6951635670459606, 0.4768314086337251, 0.42870731871954204, 0.3744424625098205, 0.3488639059781205]","['조식', '아침', '객실', '시설', '산책']","[-0.837628488303098, -0.4679683404106221, -0.45846984562350224, -0.4417276136850926, -0.4041178790672581]"
호텔 케니 기장,"['가격', '객실', '깨끗', '침대', '저렴']","[0.5634280058649483, 0.39687746884094355, 0.36980105663913887, 0.3650986578434118, 0.30217424592219194]","['깔끔', '조식', '주차', '정리', '얘기']","[-0.3628497439708003, -0.3451868328833732, -0.27095509574070614, -0.23951985803097633, -0.2387065694319845]"
호텔 케니 모슬포,"['깨끗', '체크아웃', '침구', '여행', '참고']","[0.6714762506589693, 0.5025369360702112, 0.34406969133285104, 0.2833235691088121, 0.26029913081668815]","['주차', '침대', '조용', '청소', '객실']","[-0.6096327229341393, -0.5801712304495019, -0.38289154825878746, -0.35791883916131173, -0.3203307734934709]"
호시카게 료칸 호텔 동부산,"['추억', '깨끗', '유카타', '내부', '친절']","[0.2048394607691047, 0.19399640889814135, 0.169250970137689, 0.15538504100730927, 0.15470350830028834]","['일본', '욕탕', '식사', '애매', '료칸']","[-0.35307449324197554, -0.22816236127918066, -0.20435301554873456, -0.19570895748040826, -0.19146701150431253]"
동탄 저스트 슬립 호텔,"['건물', '음료', '위치', '리뷰', '신축']","[0.3576239324355741, 0.34398163591798103, 0.30962480640640144, 0.2866244102845831, 0.2702257589409153]","['깨끗', '객실', '비품', '창문', '침구']","[-0.6603602453334649, -0.22401653982251027, -0.1620120278309782, -0.15585792945845586, -0.12646965062841142]"
어반스테이 여수오션힐,"['가격', '대면', '배달', '저렴', '노을']","[0.1768475920237111, 0.1196118005575432, 0.10844629128250359, 0.10108580825433844, 0.09848701842042569]","['오션', '반스', '테이', '환경', '제품']","[-0.15389548696228295, -0.13293061306197101, -0.13293061306197101, -0.12667097092025253, -0.11321681434306678]"
해운대 씨클라우드 호텔 앤 레지던스,"['청소', '위치', '여행', '편안', '상쾌']","[0.733302125518004, 0.6055732412916782, 0.5629571750807418, 0.484110259965064, 0.4745760567769928]","['엘리베이터', '침대', '접근성', '깨끗', '청결']","[-0.8957810257580813, -0.7416279627959919, -0.6288372980094268, -0.5790622781934888, -0.5305322582307488]"
라인 호텔 명동,"['직원', '친절', '깨끗', '깔끔', '예정']","[0.8528371772228805, 0.7206200713976143, 0.49756163692339356, 0.49693734133139167, 0.32543178922392735]","['침대', '화장실', '위치', '가격', '에어컨']","[-0.824415676001612, -0.6195719076090813, -0.5823991769575646, -0.5236452399939766, -0.42435031346864277]"
호텔 더 힐,"['인테리어', '우산도', '외출', '올레', '비품']","[0.21692201941334238, 0.1882568168267278, 0.18327239670060264, 0.18327239670060264, 0.18327239670060264]","['오오', '소리', '욕실', '주차', '냄새']","[-0.4136210945087507, -0.361964811783746, -0.3397091733402051, -0.27557375094849323, -0.27495364208091616]"
디그니티 호텔,"['여행', '가격', '직원', '바다', '위생']","[1.1509643769388187, 1.0591967516787404, 0.6384334985625166, 0.5462239314833224, 0.49026242164287037]","['조식', '깨끗', '공간', '시설', '청결']","[-0.9574021059678367, -0.7720440063890517, -0.6897198628847075, -0.6021393902009302, -0.5620010521893358]"
낙산 비치 호텔,"['마운틴뷰', '침대', '친절', '깔끔', '일출']","[1.606321105942754, 1.481829620715387, 1.3606557184378918, 1.3199257032812113, 1.291593748478064]","['낙산사', '깨끗', '여행', '전망', '낙산']","[-2.9687092649934135, -2.4118030840419045, -2.029601549885563, -1.4312709022099461, -1.3997466757673835]"
양양 국제 공항 호텔,"['시설', '친절', '미흡', '난방', '객실']","[0.8741347391698757, 0.5850347625694285, 0.4563495151334562, 0.43694188277843155, 0.39884191232465294]","['화장실', '저렴', '가격', '무난', '청소']","[-0.970600602089866, -0.7533480716098984, -0.6191489204128225, -0.5017986470760305, -0.4861632429688079]"
캔버스 호스텔,"['버스', '주차', '와이파이', '가격', '친절']","[0.2748147607021347, 0.2600724166812581, 0.25830628423936214, 0.2191620346180426, 0.218064181827667]","['난방', '아쉬움', '조식', '정보', '화장실']","[-0.510928552906427, -0.3508517200293686, -0.3491649882587363, -0.2939968015760373, -0.29047046969879436]"
모헤닉호텔 서울 명동,"['여행', '위치', '야경', '와이파이', '가족']","[0.340409061111345, 0.27423759382646545, 0.15502499477076334, 0.14376325546052343, 0.14031607479391348]","['시설', '객실', '입구', '장점', '관리']","[-0.15986852984757544, -0.12485087906007751, -0.11615234896731456, -0.10575164577734322, -0.1046983315809672]"
기장 에이치에비뉴-일광점,"['조식', '화장실', '미역국', '뷔페', '기장']","[0.12852494528265349, 0.10938272837560388, 0.10615730939363309, 0.09863068272926896, 0.09666329463818786]","['거울', '침구', '커튼', '깨끗', '주차']","[-0.2596909440644406, -0.196122955573251, -0.1731272960429605, -0.16469873128693271, -0.15841123206917782]"
담양 산토리니 펜션,"['준비', '예뻐서', '아이들', '주방', '담양']","[0.3427291042916358, 0.3167201129157871, 0.3149005469838753, 0.2891166300754624, 0.26345350451764205]","['위치', '객실', '침대', '저녁', '이해']","[-0.2637941660063131, -0.24618996626969822, -0.23331534129187642, -0.18794179157142563, -0.158570131779998]"
E7 양양죽도,"['전망', '부엌', '화장실', '주말', '오픈']","[0.397721291339436, 0.2577632396667241, 0.2442480850254523, 0.229040152734027, 0.18918476018084915]","['주차', '깨끗', '신축', '공사', '직원']","[-0.465891846213647, -0.3193343178566059, -0.3118286214409463, -0.29478799531295397, -0.2674516882681239]"
오션 밸리 리조트,"['깨끗', '편의점', '실내', '모델링', '장점']","[0.5805252188665961, 0.4022151393508138, 0.3102775849091748, 0.30714406026188384, 0.3030409799438023]","['위치', '사용', '침대', '해변', '직원']","[-0.40100309976960163, -0.35065105697977733, -0.33200218682198446, -0.3295197636365703, -0.32680556868411753]"
양양 비치 콘도,"['위치', '침대', '서핑', '한적', '사진']","[0.5673876111029654, 0.37981588341001704, 0.29996557226251874, 0.28975608464983715, 0.2706978796065077]","['가족', '여행', '거실', '객실', '난방']","[-0.9274215999461427, -0.6472860950284617, -0.4353930854578346, -0.4065812487792054, -0.39731111036097866]"
센텀 마크 호텔 양양,"['깔끔', '양양', '강원도', '침구', '여행']","[1.1333467633030658, 0.9179595733574112, 0.402811160383801, 0.3952373875663959, 0.3669984887187296]","['깨끗', '시설', '객실', '주차장', '조식']","[-0.8190397246916716, -0.7561030844037329, -0.7017670303317309, -0.6831382585241532, -0.568020355448504]"
더앤리조트,"['가족', '여행', '청결', '양양', '시설']","[1.124691732623085, 0.850717929734233, 0.6125746199736063, 0.5386270072047359, 0.5180937978984808]","['오픈', '직원', '침구', '아기', '청소']","[-0.9611121793533526, -0.7533091003860164, -0.5560819994904459, -0.5406119910544533, -0.5344820955000219]"
쏠비치 리조트,"['고층', '조식', '서비스', '편안', '직원']","[0.5195751623703402, 0.4037079821539515, 0.3924423512308474, 0.3056633818965495, 0.2650632761080212]","['시설', '노후', '가족', '냄새', '추가']","[-1.0845106947896255, -0.6762268832511484, -0.5614561046253614, -0.4575461297976488, -0.4146594571245728]"
대구 메리어트 호텔&서비스드 레지던스,"['신세계', '코로나', '수영장', '맛집', '백화점']","[0.5031994184695555, 0.47148940256902494, 0.4645728448041771, 0.4524470821204705, 0.3962802936255976]","['서비스', '조식', '성급', '숙박', '직원']","[-0.8048656538121214, -0.6699847773935262, -0.5517133290751702, -0.42161949775450114, -0.38231768962353213]"
케이힐스 더테라스,"['따뜻', '맛집', '코로나', '사람', '예정']","[0.6961528167936697, 0.45653274297490665, 0.3152619482930344, 0.292507775890836, 0.276942701742587]","['편안', '위치', '테라스', '직원', '식당']","[-1.1367845680511623, -0.5671197763459815, -0.4671900326458243, -0.4552434960280229, -0.42661593091838684]"
호텔 소울하다,"['객실', '컨디션', '담배', '작전동', '편의점']","[0.5700859387774622, 0.37824713146178107, 0.30238575922095934, 0.25992940794278674, 0.2356375837469259]","['깨끗', '조용', '소음', '위치', '창문']","[-0.7988662482686959, -0.35458411033309284, -0.35114775365432327, -0.33056798278269706, -0.31343842884058254]"
더 코노셔 레지던스,"['난방', '무인', '사진', '일회용품', '치약']","[0.3494123829420882, 0.3479530226449187, 0.2204592503699541, 0.18799340270559992, 0.17608820538122213]","['체크아웃', '위치', '직원', '깔끔', '친절']","[-0.46674905855605997, -0.44900266969505637, -0.3023518044463042, -0.301264512895458, -0.28497916250463085]"
퍼스트70호텔,"['위치', '주차장', '가격', '주차', '욕조']","[1.6316094850985274, 0.9792033467518321, 0.8660860609008912, 0.6361231264299944, 0.5900935770297101]","['청소', '조식', '깨끗', '깔끔', '시설']","[-0.7992419803280748, -0.667659721244884, -0.65661970368755, -0.6386584763280625, -0.6239468767904265]"
코델리아 s 호텔,"['깨끗', '따뜻', '야외', '얼룩', '선택']","[0.5512321182690288, 0.4500162037525914, 0.3382150398498372, 0.2774291625343484, 0.2626829492824528]","['일출봉', '청소', '가격', '냄새', '수영장']","[-0.546316343204821, -0.5163714501111156, -0.46300661173275903, -0.45286523896017816, -0.43472938382890575]"
